"","Id","Sales"
"1",1,8227.55139628453
"2",24825,8386.6992284761
"3",5993,6151.22654574082
"4",37665,8517.98391393242
"5",18833,6310.37437730183
"6",12841,8445.0642291992
"7",19689,6441.65906338871
"8",857,8358.83608174084
"9",15409,148.381117727776
"10",38521,8649.26859938873
"11",13697,8576.34891465552
"12",7705,6413.79591665346
"13",39377,148.381117727776
"14",20545,6572.94374884503
"15",1713,8490.12076719716
"16",16265,5916.52032093288
"17",33385,148.381117727776
"18",27393,148.381117727776
"19",2569,8621.40545265347
"20",40233,5916.52032093288
"21",21401,148.381117727776
"22",35953,8255.41454238922
"23",34241,5916.52032093288
"24",3425,120.517971244748
"25",22257,5916.52032093288
"26",9417,120.517971244748
"27",30817,6310.37437730183
"28",10273,5888.65717419762
"29",35097,8124.1298569329
"30",23113,8124.1298569329
"31",4281,5888.65717419762
"32",14553,8649.26859938873
"33",8561,6545.08060210977
"34",29961,6179.08969184551
"35",25681,8517.98391393242
"36",5137,6019.94186028451
"37",23969,8255.41454238922
"38",36809,8386.6992284761
"39",17977,6179.08969184551
"40",26537,8649.26859938873
"41",11985,8313.77954311232
"42",6849,6282.51123119714
"43",17121,6047.8050063892
"44",29105,6047.8050063892
"45",32529,6572.94374884503
"46",11129,8182.494857656
"47",31673,6441.65906338871
"48",28249,5916.52032093288
"49",23970,6974.70310456679
"50",1714,7295.63747620253
"51",24826,7105.98779002311
"52",18834,5029.66293947941
"53",38522,7454.7853083941
"54",5994,4956.74325474619
"55",35954,7060.93125202515
"56",2,7033.0681052899
"57",39378,-1132.33032022076
"58",4282,4694.17388383356
"59",29106,4767.09356856677
"60",8562,5350.59731111514
"61",9418,-1073.96531949765
"62",25682,7237.27247547943
"63",19690,5160.94762493572
"64",34242,4635.80888311046
"65",16266,4635.80888311046
"66",22258,4635.80888311046
"67",26538,7368.55716093574
"68",20546,5292.23231039204
"69",10274,4694.17388383356
"70",30818,5029.66293947941
"71",37666,7323.50062293779
"72",33386,-1132.33032022076
"73",14554,7368.55716093574
"74",858,7164.35279074621
"75",21402,-1132.33032022076
"76",2570,7426.92216165885
"77",11130,6901.78341983358
"78",5138,4825.45856928988
"79",40234,4635.80888311046
"80",32530,5378.4604578504
"81",36810,7192.21593748147
"82",11986,7033.0681052899
"83",15410,-1132.33032022076
"84",35098,6929.64656656884
"85",29962,4898.37825402309
"86",23114,6843.41841911048
"87",17978,4898.37825402309
"88",31674,5247.17577239408
"89",28250,4635.80888311046
"90",6850,5088.02794020251
"91",13698,7295.63747620253
"92",27394,-1132.33032022076
"93",7706,5219.31262565883
"94",17122,4767.09356856677
"95",12842,7164.35279074621
"96",3426,-1073.96531949765
"97",4283,6313.17529337752
"98",23971,8679.93266156911
"99",24827,8811.21734702543
"100",1715,8914.63888637706
"101",8563,6969.59872128967
"102",5995,6575.74466492072
"103",29107,6472.32312556909
"104",38523,9073.78671856863
"105",34243,6254.81029265442
"106",22259,6254.81029265442
"107",35955,8679.93266156911
"108",3,8652.06951546442
"109",20547,6997.46186802492
"110",39379,486.671089575425
"111",16267,6254.81029265442
"112",26539,9073.78671856863
"113",23115,8548.64797611279
"114",18835,6734.89249648172
"115",25683,8942.50203311231
"116",37667,8942.50203311231
"117",859,8783.35420092074
"118",17123,6472.32312556909
"119",5139,6444.45997883383
"120",19691,6866.17718193804
"121",9419,545.036090361586
"122",7707,6838.31403583335
"123",11987,8652.06951546442
"124",10275,6313.17529337752
"125",35099,8548.64797611279
"126",33387,486.671089575425
"127",14555,8987.55857111027
"128",21403,486.671089575425
"129",2571,9045.92357183337
"130",11131,8520.78483000811
"131",29963,6603.60781102541
"132",15411,486.671089575425
"133",28251,6254.81029265442
"134",32531,6997.46186802492
"135",13699,8914.63888637706
"136",36811,8811.21734702543
"137",30819,6734.89249648172
"138",40235,6254.81029265442
"139",6851,6707.02935037704
"140",12843,8783.35420092074
"141",27395,486.671089575425
"142",17979,6603.60781102541
"143",3427,545.036090361586
"144",31675,6866.17718193804
"145",860,8272.95632501622
"146",24828,8300.81947112091
"147",5996,6065.3467890162
"148",4284,5802.777417473
"149",26540,8563.38884266411
"150",23972,8169.53478566459
"151",1716,8404.24101047254
"152",28252,5744.4124167499
"153",4,8141.67163955991
"154",23116,8038.25010020828
"155",37668,8432.10415657722
"156",16268,5744.4124167499
"157",35956,8169.53478566459
"158",11132,8010.38695410359
"159",19692,6355.77930603352
"160",5140,5934.06210292932
"161",22260,5744.4124167499
"162",32532,6487.06399148984
"163",11988,8141.67163955991
"164",30820,6224.4946205772
"165",39380,-23.726786329093
"166",10276,5802.777417473
"167",33388,-23.726786329093
"168",14556,8477.16069520575
"169",40236,5744.4124167499
"170",25684,8432.10415657722
"171",6852,6196.63147447252
"172",17124,5961.92524966457
"173",34244,5744.4124167499
"174",15412,-23.726786329093
"175",3428,34.638214394011
"176",20548,6487.06399148984
"177",9420,34.638214394011
"178",17980,6093.20993512089
"179",21404,-23.726786329093
"180",35100,8038.25010020828
"181",7708,6327.91615992883
"182",8564,6459.20084538515
"183",29108,5961.92524966457
"184",2572,8535.52569592885
"185",29964,6093.20993512089
"186",36812,8300.81947112091
"187",38524,8563.38884266411
"188",27396,-23.726786329093
"189",13700,8404.24101047254
"190",31676,6355.77930603352
"191",12844,8272.95632501622
"192",18836,6224.4946205772
"193",16269,6634.13704767376
"194",23973,8973.03126976067
"195",4285,6692.50204839687
"196",11989,9031.39627300605
"197",11133,8900.11158502746
"198",861,9162.68095594009
"199",23117,8841.74658367378
"200",1717,9293.96563887413
"201",5997,6955.07141994007
"202",5,9031.39627300605
"203",17125,6765.42173313008
"204",34245,6634.13704767376
"205",22261,6634.13704767376
"206",21405,865.997844342546
"207",26541,9366.8853286519
"208",9421,924.36284506565
"209",30821,7027.99110467328
"210",10277,6692.50204839687
"211",35101,8927.97473113214
"212",33389,865.997844342546
"213",35957,9059.25941595789
"214",5141,6823.78673385318
"215",12845,9162.68095594009
"216",6853,7086.35610539638
"217",36813,9190.54410519762
"218",20549,7290.56047558591
"219",3429,924.36284506565
"220",32533,7376.7886224137
"221",2573,9425.25032811386
"222",8565,7348.92547630902
"223",24829,9104.31595647813
"224",29109,6765.42173313008
"225",18837,7027.99110467328
"226",25685,9235.60063941216
"227",15413,865.997844342546
"228",40237,6634.13704767376
"229",38525,9453.1134710657
"230",7709,7217.6407908527
"231",17981,6896.7064185864
"232",39381,865.997844342546
"233",27397,865.997844342546
"234",29965,6896.7064185864
"235",31677,7245.50393695739
"236",19693,7159.2757901296
